title,authors,pdf
Fixed Point Diffusion Models,"{Bai, Xingjian; Melas-Kyriazi, Luke}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Bai_Fixed_Point_Diffusion_CVPR_2024_supplemental.pdf
Simple Semantic-Aided Few-Shot Learning,"{Zhang, Hai; Xu, Junzhe; Jiang, Shanlin; He, Zhenan}",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Simple_Semantic-Aided_Few-Shot_Learning_CVPR_2024_paper.pdf
A Unified Framework for Microscopy Defocus Deblur with Multi-Pyramid Transformer and Contrastive Learning,"{Zhang, Yuelin; Zheng, Pengyu; Yan, Wanquan; Fang, Chengyu; Cheng, Shing Shin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_A_Unified_Framework_CVPR_2024_supplemental.pdf
Frozen Feature Augmentation for Few-Shot Image Classification,"{B\""ar, Andreas; Houlsby, Neil; Dehghani, Mostafa; Kumar, Manoj}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Bar_Frozen_Feature_Augmentation_CVPR_2024_supplemental.pdf
Residual Learning in Diffusion Models,"{Zhang, Junyu; Liu, Daochang; Park, Eunbyung; Zhang, Shichao; Xu, Chang}",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Residual_Learning_in_Diffusion_Models_CVPR_2024_paper.pdf
Leveraging Cross-Modal Neighbor Representation for Improved CLIP Classification,"{Yi, Chao; Ren, Lu; Zhan, De-Chuan; Ye, Han-Jia}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yi_Leveraging_Cross-Modal_Neighbor_CVPR_2024_supplemental.pdf
Beyond Textual Constraints: Learning Novel Diffusion Conditions with Fewer Examples,"{Yu, Yuyang; Liu, Bangzhen; Zheng, Chenxi; Xu, Xuemiao; Zhang, Huaidong; He, Shengfeng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yu_Beyond_Textual_Constraints_CVPR_2024_supplemental.pdf
Incorporating Geo-Diverse Knowledge into Prompting for Increased Geographical Robustness in Object Recognition,"{Buettner, Kyle; Malakouti, Sina; Li, Xiang Lorraine; Kovashka, Adriana}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Buettner_Incorporating_Geo-Diverse_Knowledge_CVPR_2024_supplemental.pdf
Revisiting Adversarial Training Under Long-Tailed Distributions,"{Yue, Xinli; Mou, Ningping; Wang, Qian; Zhao, Lingchen}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yue_Revisiting_Adversarial_Training_CVPR_2024_supplemental.pdf
Exploiting Style Latent Flows for Generalizing Deepfake Video Detection,"{Choi, Jongwook; Kim, Taehoon; Jeong, Yonghyun; Baek, Seungryul; Choi, Jongwon}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Choi_Exploiting_Style_Latent_CVPR_2024_supplemental.pdf
PIN: Positional Insert Unlocks Object Localisation Abilities in VLMs,"{Dorkenwald, Michael; Barazani, Nimrod; Snoek, Cees G. M.; Asano, Yuki M.}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Dorkenwald_PIN_Positional_Insert_CVPR_2024_supplemental.pdf
UniGarmentManip: A Unified Framework for Category-Level Garment Manipulation via Dense Visual Correspondence,"{Wu, Ruihai; Lu, Haoran; Wang, Yiyan; Wang, Yubo; Dong, Hao}",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_UniGarmentManip_A_Unified_Framework_for_Category-Level_Garment_Manipulation_via_Dense_CVPR_2024_paper.pdf
Multi-Attribute Interactions Matter for 3D Visual Grounding,"{Xu, Can; Han, Yuehui; Xu, Rui; Hui, Le; Xie, Jin; Yang, Jian}",https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Multi-Attribute_Interactions_Matter_for_3D_Visual_Grounding_CVPR_2024_paper.pdf
Video-P2P: Video Editing with Cross-attention Control,"{Liu, Shaoteng; Zhang, Yuechen; Li, Wenbo; Lin, Zhe; Jia, Jiaya}",https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_Video-P2P_Video_Editing_with_Cross-attention_Control_CVPR_2024_paper.pdf
Hunting Attributes: Context Prototype-Aware Learning for Weakly Supervised Semantic Segmentation,"{Tang, Feilong; Xu, Zhongxing; Qu, Zhaojun; Feng, Wei; Jiang, Xingjian; Ge, Zongyuan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Tang_Hunting_Attributes_Context_CVPR_2024_supplemental.pdf
SCINeRF: Neural Radiance Fields from a Snapshot Compressive Image,"{Li, Yunhao; Wang, Xiaodong; Wang, Ping; Yuan, Xin; Liu, Peidong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_SCINeRF_Neural_Radiance_CVPR_2024_supplemental.pdf
PIE-NeRF: Physics-based Interactive Elastodynamics with NeRF,"{Feng, Yutao; Shang, Yintong; Li, Xuan; Shao, Tianjia; Jiang, Chenfanfu; Yang, Yin}",https://openaccess.thecvf.com/content/CVPR2024/papers/Feng_PIE-NeRF_Physics-based_Interactive_Elastodynamics_with_NeRF_CVPR_2024_paper.pdf
Improved Visual Grounding through Self-Consistent Explanations,"{He, Ruozhen; Cascante-Bonilla, Paola; Yang, Ziyan; Berg, Alexander C.; Ordonez, Vicente}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/He_Improved_Visual_Grounding_CVPR_2024_supplemental.pdf
Monkey: Image Resolution and Text Label Are Important Things for Large Multi-modal Models,"{Li, Zhang; Yang, Biao; Liu, Qiang; Ma, Zhiyin; Zhang, Shuo; Yang, Jingxu; Sun, Yabo; Liu, Yuliang; Bai, Xiang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Monkey_Image_Resolution_CVPR_2024_supplemental.pdf
FlashAvatar: High-fidelity Head Avatar with Efficient Gaussian Embedding,"{Xiang, Jun; Gao, Xuan; Guo, Yudong; Zhang, Juyong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xiang_FlashAvatar_High-fidelity_Head_CVPR_2024_supplemental.pdf
DifFlow3D: Toward Robust Uncertainty-Aware Scene Flow Estimation with Iterative Diffusion-Based Refinement,"{Liu, Jiuming; Wang, Guangming; Ye, Weicai; Jiang, Chaokang; Han, Jinru; Liu, Zhe; Zhang, Guofeng; Du, Dalong; Wang, Hesheng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liu_DifFlow3D_Toward_Robust_CVPR_2024_supplemental.pdf
Decompose-and-Compose: A Compositional Approach to Mitigating Spurious Correlation,"{Noohdani, Fahimeh Hosseini; Hosseini, Parsa; Parast, Aryan Yazdan; Araghi, Hamidreza Yaghoubi; Baghshah, Mahdieh Soleymani}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Noohdani_Decompose-and-Compose_A_Compositional_CVPR_2024_supplemental.pdf
FlashEval: Towards Fast and Accurate Evaluation of Text-to-image Diffusion Generative Models,"{Zhao, Lin; Zhao, Tianchen; Lin, Zinan; Ning, Xuefei; Dai, Guohao; Yang, Huazhong; Wang, Yu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhao_FlashEval_Towards_Fast_CVPR_2024_supplemental.pdf
ZERO-IG: Zero-Shot Illumination-Guided Joint Denoising and Adaptive Enhancement for Low-Light Images,"{Shi, Yiqi; Liu, Duo; Zhang, Liguo; Tian, Ye; Xia, Xuezhi; Fu, Xiaojing}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shi_ZERO-IG_Zero-Shot_Illumination-Guided_CVPR_2024_supplemental.pdf
View From Above: Orthogonal-View aware Cross-view Localization,"{Wang, Shan; Nguyen, Chuong; Liu, Jiawei; Zhang, Yanhao; Muthu, Sundaram; Maken, Fahira Afzal; Zhang, Kaihao; Li, Hongdong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_View_From_Above_CVPR_2024_supplemental.pdf
FinePOSE: Fine-Grained Prompt-Driven 3D Human Pose Estimation via Diffusion Models,"{Xu, Jinglin; Guo, Yijie; Peng, Yuxin}",https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_FinePOSE_Fine-Grained_Prompt-Driven_3D_Human_Pose_Estimation_via_Diffusion_Models_CVPR_2024_paper.pdf
BEM: Balanced and Entropy-based Mix for Long-Tailed Semi-Supervised Learning,"{Zheng, Hongwei; Zhou, Linyuan; Li, Han; Su, Jinming; Wei, Xiaoming; Xu, Xiaoming}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zheng_BEM_Balanced_and_CVPR_2024_supplemental.pdf
HUGS: Holistic Urban 3D Scene Understanding via Gaussian Splatting,"{Zhou, Hongyu; Shao, Jiahao; Xu, Lu; Bai, Dongfeng; Qiu, Weichao; Liu, Bingbing; Wang, Yue; Geiger, Andreas; Liao, Yiyi}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhou_HUGS_Holistic_Urban_CVPR_2024_supplemental.pdf
DreamPropeller: Supercharge Text-to-3D Generation with Parallel Sampling,"{Zhou, Linqi; Shih, Andy; Meng, Chenlin; Ermon, Stefano}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhou_DreamPropeller_Supercharge_Text-to-3D_CVPR_2024_supplemental.pdf
PeVL: Pose-Enhanced Vision-Language Model for Fine-Grained Human Action Recognition,"{Zhang, Haosong; Leong, Mei Chee; Li, Liyuan; Lin, Weisi}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_PeVL_Pose-Enhanced_Vision-Language_CVPR_2024_supplemental.pdf
DeepCache: Accelerating Diffusion Models for Free,"{Ma, Xinyin; Fang, Gongfan; Wang, Xinchao}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ma_DeepCache_Accelerating_Diffusion_CVPR_2024_supplemental.pdf
GeoAuxNet: Towards Universal 3D Representation Learning for Multi-sensor Point Clouds,"{Zhang, Shengjun; Fei, Xin; Duan, Yueqi}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_GeoAuxNet_Towards_Universal_CVPR_2024_supplemental.pdf
Unveiling the Power of Audio-Visual Early Fusion Transformers with Dense Interactions through Masked Modeling,"{Mo, Shentong; Morgado, Pedro}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Mo_Unveiling_the_Power_CVPR_2024_supplemental.pdf
Learning Correlation Structures for Vision Transformers,"{Kim, Manjin; Seo, Paul Hongsuck; Schmid, Cordelia; Cho, Minsu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kim_Learning_Correlation_Structures_CVPR_2024_supplemental.pdf
Dysen-VDM: Empowering Dynamics-aware Text-to-Video Diffusion with LLMs,"{Fei, Hao; Wu, Shengqiong; Ji, Wei; Zhang, Hanwang; Chua, Tat-Seng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Fei_Dysen-VDM_Empowering_Dynamics-aware_CVPR_2024_supplemental.pdf
PrPSeg: Universal Proposition Learning for Panoramic Renal Pathology Segmentation,"{Deng, Ruining; Liu, Quan; Cui, Can; Yao, Tianyuan; Yue, Jialin; Xiong, Juming; Yu, Lining; Wu, Yifei; Yin, Mengmeng; Wang, Yu; Zhao, Shilin; Tang, Yucheng; Yang, Haichun; Huo, Yuankai}",https://openaccess.thecvf.com/content/CVPR2024/papers/Deng_PrPSeg_Universal_Proposition_Learning_for_Panoramic_Renal_Pathology_Segmentation_CVPR_2024_paper.pdf
RepKPU: Point Cloud Upsampling with Kernel Point Representation and Deformation,"{Rong, Yi; Zhou, Haoran; Xia, Kang; Mei, Cheng; Wang, Jiahao; Lu, Tong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Rong_RepKPU_Point_Cloud_CVPR_2024_supplemental.pdf
ConCon-Chi: Concept-Context Chimera Benchmark for Personalized Vision-Language Tasks,"{Rosasco, Andrea; Berti, Stefano; Pasquale, Giulia; Malafronte, Damiano; Sato, Shogo; Segawa, Hiroyuki; Inada, Tetsugo; Natale, Lorenzo}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Rosasco_ConCon-Chi_Concept-Context_Chimera_CVPR_2024_supplemental.pdf
Weakly-Supervised Audio-Visual Video Parsing with Prototype-based Pseudo-Labeling,"{Rachavarapu, Kranthi Kumar; Ramakrishnan, Kalyan; N., Rajagopalan A.}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Rachavarapu_Weakly-Supervised_Audio-Visual_Video_CVPR_2024_supplemental.pdf
Intraoperative 2D/3D Image Registration via Differentiable X-ray Rendering,"{Gopalakrishnan, Vivek; Dey, Neel; Golland, Polina}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Gopalakrishnan_Intraoperative_2D3D_Image_CVPR_2024_supplemental.pdf
MICap: A Unified Model for Identity-Aware Movie Descriptions,"{Raajesh, Haran; Desanur, Naveen Reddy; Khan, Zeeshan; Tapaswi, Makarand}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Raajesh_MICap_A_Unified_CVPR_2024_supplemental.pdf
MonoDiff: Monocular 3D Object Detection and Pose Estimation with Diffusion Models,"{Ranasinghe, Yasiru; Hegde, Deepti; Patel, Vishal M.}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ranasinghe_MonoDiff_Monocular_3D_CVPR_2024_supplemental.pdf
General Object Foundation Model for Images and Videos at Scale,"{Wu, Junfeng; Jiang, Yi; Liu, Qihao; Yuan, Zehuan; Bai, Xiang; Bai, Song}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wu_General_Object_Foundation_CVPR_2024_supplemental.pdf
An Upload-Efficient Scheme for Transferring Knowledge From a Server-Side Pre-trained Generator to Clients in Heterogeneous Federated Learning,"{Zhang, Jianqing; Liu, Yang; Hua, Yang; Cao, Jian}",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_An_Upload-Efficient_Scheme_for_Transferring_Knowledge_From_a_Server-Side_Pre-trained_CVPR_2024_paper.pdf
MeshGPT: Generating Triangle Meshes with Decoder-Only Transformers,"{Siddiqui, Yawar; Alliegro, Antonio; Artemov, Alexey; Tommasi, Tatiana; Sirigatti, Daniele; Rosov, Vladislav; Dai, Angela; Nie{\ss}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Siddiqui_MeshGPT_Generating_Triangle_CVPR_2024_supplemental.pdf
Inlier Confidence Calibration for Point Cloud Registration,"{Yuan, Yongzhe; Wu, Yue; Fan, Xiaolong; Gong, Maoguo; Miao, Qiguang; Ma, Wenping}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yuan_Inlier_Confidence_Calibration_CVPR_2024_supplemental.pdf
Instance-aware Exploration-Verification-Exploitation for Instance ImageGoal Navigation,"{Lei, Xiaohan; Wang, Min; Zhou, Wengang; Li, Li; Li, Houqiang}",https://openaccess.thecvf.com/content/CVPR2024/papers/Lei_Instance-aware_Exploration-Verification-Exploitation_for_Instance_ImageGoal_Navigation_CVPR_2024_paper.pdf
One-2-3-45++: Fast Single Image to 3D Objects with Consistent Multi-View Generation and 3D Diffusion,"{Liu, Minghua; Shi, Ruoxi; Chen, Linghao; Zhang, Zhuoyang; Xu, Chao; Wei, Xinyue; Chen, Hansheng; Zeng, Chong; Gu, Jiayuan; Su, Hao}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liu_One-2-3-45_Fast_Single_CVPR_2024_supplemental.pdf
Image Restoration by Denoising Diffusion Models with Iteratively Preconditioned Guidance,"{Garber, Tomer; Tirer, Tom}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Garber_Image_Restoration_by_CVPR_2024_supplemental.pdf
Let's Think Outside the Box: Exploring Leap-of-Thought in Large Language Models with Creative Humor Generation,"{Zhong, Shanshan; Huang, Zhongzhan; Gao, Shanghua; Wen, Wushao; Lin, Liang; Zitnik, Marinka; Zhou, Pan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhong_Lets_Think_Outside_CVPR_2024_supplemental.pdf
SceneFun3D: Fine-Grained Functionality and Affordance Understanding in 3D Scenes,"{Delitzas, Alexandros; Takmaz, Ayca; Tombari, Federico; Sumner, Robert; Pollefeys, Marc; Engelmann, Francis}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Delitzas_SceneFun3D_Fine-Grained_Functionality_CVPR_2024_supplemental.pdf
Readout Guidance: Learning Control from Diffusion Features,"{Luo, Grace; Darrell, Trevor; Wang, Oliver; Goldman, Dan B; Holynski, Aleksander}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Luo_Readout_Guidance_Learning_CVPR_2024_supplemental.pdf
A Unified Approach for Text- and Image-guided 4D Scene Generation,"{Zheng, Yufeng; Li, Xueting; Nagano, Koki; Liu, Sifei; Hilliges, Otmar; De Mello, Shalini}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zheng_A_Unified_Approach_CVPR_2024_supplemental.pdf
GaussianAvatar: Towards Realistic Human Avatar Modeling from a Single Video via Animatable 3D Gaussians,"{Hu, Liangxiao; Zhang, Hongwen; Zhang, Yuxiang; Zhou, Boyao; Liu, Boning; Zhang, Shengping; Nie, Liqiang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hu_GaussianAvatar_Towards_Realistic_CVPR_2024_supplemental.pdf
MTMMC: A Large-Scale Real-World Multi-Modal Camera Tracking Benchmark,"{Woo, Sanghyun; Park, Kwanyong; Shin, Inkyu; Kim, Myungchul; Kweon, In So}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Woo_MTMMC_A_Large-Scale_CVPR_2024_supplemental.pdf
Enhanced Motion-Text Alignment for Image-to-Video Transfer Learning,"{Zhang, Wei; Wan, Chaoqun; Liu, Tongliang; Tian, Xinmei; Shen, Xu; Ye, Jieping}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_Enhanced_Motion-Text_Alignment_CVPR_2024_supplemental.pdf
DAP: A Dynamic Adversarial Patch for Evading Person Detectors,"{Guesmi, Amira; Ding, Ruitian; Hanif, Muhammad Abdullah; Alouani, Ihsen; Shafique, Muhammad}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Guesmi_DAP_A_Dynamic_CVPR_2024_supplemental.pdf
Learned Lossless Image Compression based on Bit Plane Slicing,"{Zhang, Zhe; Wang, Huairui; Chen, Zhenzhong; Liu, Shan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_Learned_Lossless_Image_CVPR_2024_supplemental.pdf
UV-IDM: Identity-Conditioned Latent Diffusion Model for Face UV-Texture Generation,"{Li, Hong; Feng, Yutang; Xue, Song; Liu, Xuhui; Zeng, Bohan; Li, Shanglin; Liu, Boyu; Liu, Jianzhuang; Han, Shumin; Zhang, Baochang}",https://openaccess.thecvf.com/content/CVPR2024/papers/Li_UV-IDM_Identity-Conditioned_Latent_Diffusion_Model_for_Face_UV-Texture_Generation_CVPR_2024_paper.pdf
Mosaic-SDF for 3D Generative Models,"{Yariv, Lior; Puny, Omri; Gafni, Oran; Lipman, Yaron}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yariv_Mosaic-SDF_for_3D_CVPR_2024_supplemental.pdf
Diffusion Handles Enabling 3D Edits for Diffusion Models by Lifting Activations to 3D,"{Pandey, Karran; Guerrero, Paul; Gadelha, Matheus; Hold-Geoffroy, Yannick; Singh, Karan; Mitra, Niloy J.}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Pandey_Diffusion_Handles_Enabling_CVPR_2024_supplemental.pdf
A Pedestrian is Worth One Prompt: Towards Language Guidance Person Re-Identification,"{Yang, Zexian; Wu, Dayan; Wu, Chenming; Lin, Zheng; Gu, Jingzi; Wang, Weiping}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_A_Pedestrian_is_CVPR_2024_supplemental.pdf
Friendly Sharpness-Aware Minimization,"{Li, Tao; Zhou, Pan; He, Zhengbao; Cheng, Xinwen; Huang, Xiaolin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Friendly_Sharpness-Aware_Minimization_CVPR_2024_supplemental.pdf
BIVDiff: A Training-Free Framework for General-Purpose Video Synthesis via Bridging Image and Video Diffusion Models,"{Shi, Fengyuan; Gu, Jiaxi; Xu, Hang; Xu, Songcen; Zhang, Wei; Wang, Limin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shi_BIVDiff_A_Training-Free_CVPR_2024_supplemental.pdf
NC-TTT: A Noise Constrastive Approach for Test-Time Training,"{Osowiechi, David; Hakim, Gustavo A. Vargas; Noori, Mehrdad; Cheraghalikhani, Milad; Bahri, Ali; Yazdanpanah, Moslem; Ben Ayed, Ismail; Desrosiers, Christian}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Osowiechi_NC-TTT_A_Noise_CVPR_2024_supplemental.pdf
NetTrack: Tracking Highly Dynamic Objects with a Net,"{Zheng, Guangze; Lin, Shijie; Zuo, Haobo; Fu, Changhong; Pan, Jia}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zheng_NetTrack_Tracking_Highly_CVPR_2024_supplemental.pdf
Grounded Question-Answering in Long Egocentric Videos,"{Di, Shangzhe; Xie, Weidi}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Di_Grounded_Question-Answering_in_CVPR_2024_supplemental.pdf
HPNet: Dynamic Trajectory Forecasting with Historical Prediction Attention,"{Tang, Xiaolong; Kan, Meina; Shan, Shiguang; Ji, Zhilong; Bai, Jinfeng; Chen, Xilin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Tang_HPNet_Dynamic_Trajectory_CVPR_2024_supplemental.pdf
Flexible Depth Completion for Sparse and Varying Point Densities,"{Park, Jinhyung; Li, Yu-Jhe; Kitani, Kris}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Park_Flexible_Depth_Completion_CVPR_2024_supplemental.pdf
Small Scale Data-Free Knowledge Distillation,"{Liu, He; Wang, Yikai; Liu, Huaping; Sun, Fuchun; Yao, Anbang}",https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_Small_Scale_Data-Free_Knowledge_Distillation_CVPR_2024_paper.pdf
Shadows Don't Lie and Lines Can't Bend! Generative Models don't know Projective Geometry...for now,"{Sarkar, Ayush; Mai, Hanlin; Mahapatra, Amitabh; Lazebnik, Svetlana; Forsyth, D.A.; Bhattad, Anand}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Sarkar_Shadows_Dont_Lie_CVPR_2024_supplemental.pdf
CFPL-FAS: Class Free Prompt Learning for Generalizable Face Anti-spoofing,"{Liu, Ajian; Xue, Shuai; Gan, Jianwen; Wan, Jun; Liang, Yanyan; Deng, Jiankang; Escalera, Sergio; Lei, Zhen}",https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_CFPL-FAS_Class_Free_Prompt_Learning_for_Generalizable_Face_Anti-spoofing_CVPR_2024_paper.pdf
SI-MIL: Taming Deep MIL for Self-Interpretability in Gigapixel Histopathology,"{Kapse, Saarthak; Pati, Pushpak; Das, Srijan; Zhang, Jingwei; Chen, Chao; Vakalopoulou, Maria; Saltz, Joel; Samaras, Dimitris; Gupta, Rajarsi R.; Prasanna, Prateek}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kapse_SI-MIL_Taming_Deep_CVPR_2024_supplemental.pdf
GEARS: Local Geometry-aware Hand-object Interaction Synthesis,"{Zhou, Keyang; Bhatnagar, Bharat Lal; Lenssen, Jan Eric; Pons-Moll, Gerard}",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhou_GEARS_Local_Geometry-aware_Hand-object_Interaction_Synthesis_CVPR_2024_paper.pdf
Open Vocabulary Semantic Scene Sketch Understanding,"{Bourouis, Ahmed; Fan, Judith E.; Gryaditskaya, Yulia}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Bourouis_Open_Vocabulary_Semantic_CVPR_2024_supplemental.pdf
IntrinsicAvatar: Physically Based Inverse Rendering of Dynamic Humans from Monocular Videos via Explicit Ray Tracing,"{Wang, Shaofei; Antic, Bozidar; Geiger, Andreas; Tang, Siyu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_IntrinsicAvatar_Physically_Based_CVPR_2024_supplemental.pdf
Efficient Detection of Long Consistent Cycles and its Application to Distributed Synchronization,"{Li, Shaohan; Shi, Yunpeng; Lerman, Gilad}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Efficient_Detection_of_CVPR_2024_supplemental.pdf
LayoutFormer: Hierarchical Text Detection Towards Scene Text Understanding,"{Liang, Min; Ma, Jia-Wei; Zhu, Xiaobin; Qin, Jingyan; Yin, Xu-Cheng}",https://openaccess.thecvf.com/content/CVPR2024/papers/Liang_LayoutFormer_Hierarchical_Text_Detection_Towards_Scene_Text_Understanding_CVPR_2024_paper.pdf
Vlogger: Make Your Dream A Vlog,"{Zhuang, Shaobin; Li, Kunchang; Chen, Xinyuan; Wang, Yaohui; Liu, Ziwei; Qiao, Yu; Wang, Yali}",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhuang_Vlogger_Make_Your_Dream_A_Vlog_CVPR_2024_paper.pdf
CodedEvents: Optimal Point-Spread-Function Engineering for 3D-Tracking with Event Cameras,"{Shah, Sachin; Chan, Matthew A.; Cai, Haoming; Chen, Jingxi; Kulshrestha, Sakshum; Singh, Chahat Deep; Aloimonos, Yiannis; Metzler, Christopher A.}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shah_CodedEvents_Optimal_Point-Spread-Function_CVPR_2024_supplemental.pdf
GLOW: Global Layout Aware Attacks on Object Detection,"{Bao, Jun; Liu, Buyu; Ren, Kui; Yu, Jun}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Bao_GLOW_Global_Layout_CVPR_2024_supplemental.pdf
Learning Discriminative Dynamics with Label Corruption for Noisy Label Detection,"{Kim, Suyeon; Lee, Dongha; Kang, SeongKu; Chae, Sukang; Jang, Sanghwan; Yu, Hwanjo}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kim_Learning_Discriminative_Dynamics_CVPR_2024_supplemental.pdf
Neural 3D Strokes: Creating Stylized 3D Scenes with Vectorized 3D Strokes,"{Duan, Hao-Bin; Wang, Miao; Li, Yan-Xun; Yang, Yong-Liang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Duan_Neural_3D_Strokes_CVPR_2024_supplemental.pdf
SIRA: Scalable Inter-frame Relation and Association for Radar Perception,"{Yataka, Ryoma; Wang, Pu; Boufounos, Petros; Takahashi, Ryuhei}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yataka_SIRA_Scalable_Inter-frame_CVPR_2024_supplemental.pdf
VOODOO 3D: Volumetric Portrait Disentanglement For One-Shot 3D Head Reenactment,"{Tran, Phong; Zakharov, Egor; Ho, Long-Nhat; Tran, Anh Tuan; Hu, Liwen; Li, Hao}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Tran_VOODOO_3D_Volumetric_CVPR_2024_supplemental.pdf
Visual Fact Checker: Enabling High-Fidelity Detailed Caption Generation,"{Ge, Yunhao; Zeng, Xiaohui; Huffman, Jacob Samuel; Lin, Tsung-Yi; Liu, Ming-Yu; Cui, Yin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ge_Visual_Fact_Checker_CVPR_2024_supplemental.pdf
Communication-Efficient Collaborative Perception via Information Filling with Codebook,"{Hu, Yue; Peng, Juntong; Liu, Sifei; Ge, Junhao; Liu, Si; Chen, Siheng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hu_Communication-Efficient_Collaborative_Perception_CVPR_2024_supplemental.pdf
DiPrompT: Disentangled Prompt Tuning for Multiple Latent Domain Generalization in Federated Learning,"{Bai, Sikai; Zhang, Jie; Guo, Song; Li, Shuaicheng; Guo, Jingcai; Hou, Jun; Han, Tao; Lu, Xiaocheng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Bai_DiPrompT_Disentangled_Prompt_CVPR_2024_supplemental.pdf
